date,headline,summary,url,source,source_categories,tags
2026-06-18,The smartphone era created an attention crisis. Slowtech is fixing it,"“People just really want to take back control of their time, their lives, their attention... They’re down for whatever helps them do that.”",https://techcrunch.com/2026/06/18/the-smartphone-era-created-an-attention-crisis-slowtech-is-fixing-it/,TechCrunch AI,"artificial-intelligence,tech","AI,Hardware,austin murray,iPod,joy howard,screen time,slowtech,social media,Tony Fadell"
2026-06-18,"FreeBSD 15.1 lands, but desktop dabblers still have to draw their own GUI","Better laptop sleep and Wi-Fi support make the beastie more portable-friendly, but getting beyond the shell remains a DIY job",https://www.theregister.com/os-platforms/2026/06/18/freebsd-151-lands-but-desktop-dabblers-still-have-to-draw-their-own-gui/5257681,The Register,"datacenter,infrastructure",os platforms
2026-06-18,Google unveils new open-source liquid-to-air cooling sidecar for air-cooled environments,,https://www.datacenterdynamics.com/en/news/en/news/google-unveils-new-open-source-liquid-to-air-cooling-sidecar-for-air-cooled-environments/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Trump's DoJ urges judge to throw out xAI data center gas turbine suit, citing national security",,https://www.datacenterdynamics.com/en/news/en/news/trumps-doj-urges-judge-to-throw-out-xai-data-center-gas-turbine-suit-citing-national-security/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Frontier Airlines site leaks all personal info with just a glance at a boarding pass, researcher claims — booking number and last name nets you every passenger's personal info, including address, passport, TSA PreCheck, and most credit card info","Frontier Airlines site leaks all personal info with just a glance at a boarding pass — just a booking number and last name nets you all passengers' personal info including address, passport, TSA PreCheck, and most credit card info",https://www.tomshardware.com/tech-industry/cyber-security/frontier-airlines-site-leaks-all-personal-info-with-just-a-glance-at-a-boarding-pass-researcher-claims-booking-number-and-last-name-nets-you-every-passengers-personal-info-including-address-passport-tsa-precheck-and-most-credit-card-info,Tom's Hardware,"hardware,semiconductor","Cybersecurity,Tech Industry"
2026-06-18,"Digital entrepreneur creates humorous 'physical NFT minting device' using a Raspberry Pi in quest for 'infinite money machine' — contraption trained on M3 MacBook can generate an NFT in 3 seconds, has so far sold one for $9.92","An enterprising young man aims to catch up with the collective wealth of Elon Musk, and his first money spinner is a portable NFT minting gadget.",https://www.tomshardware.com/tech-industry/cryptocurrency/digital-entrepreneur-creates-humorous-physical-nft-minting-device-using-a-raspberry-pi-in-quest-for-infinite-money-machine-contraption-trained-on-m3-macbook-can-generate-an-nft-in-3-seconds-has-so-far-sold-one-for-usd9-92,Tom's Hardware,"hardware,semiconductor","Cryptocurrency,Tech Industry"
2026-06-18,"Chinese makers of DRAM modules, SSDs have a serious advantage over American and Taiwanese suppliers, says SMI SVP — state guidance secures local DRAM and SSD supply while the Big Three chase AI margins",CCP directives can be lifebuoy for Chinese producers of DRAM modules and solid-state drives as domestic memory makers may be obliged to support the module industry.,https://www.tomshardware.com/pc-components/ssds/chinese-makers-of-dram-modules-ssds-have-a-serious-advantage-over-american-and-taiwanese-suppliers-says-smi-svp-state-guidance-secures-local-dram-and-ssd-supply-while-the-big-three-chase-ai-margins,Tom's Hardware,"hardware,semiconductor","SSDs,PC Components,Storage"
2026-06-18,Trump says Apple has agreed to 'build' chips with Intel — neither company confirms deal as Intel share price rockets,President Donald Trump said on Thursday that Apple has agreed to work with Intel to “design and build” chips in the United States.,https://www.tomshardware.com/tech-industry/trump-says-apple-agreed-to-build-chips-with-intel,Tom's Hardware,"hardware,semiconductor",Tech Industry
2026-06-18,Apple CEO Tim Cook warns AI-driven price increases are unavoidable — says company is trying its best but 'the situation has become unsustainable',Apple's Tim Cook says that Apple can no longer 'shield' its customers from increased prices of DRAM and NAND memory.,https://www.tomshardware.com/laptops/apple-ceo-tim-cook-warns-ai-driven-price-increases-are-unavoidable-says-company-is-trying-its-best-but-the-situation-has-become-unsustainable,Tom's Hardware,"hardware,semiconductor",Laptops
2026-06-18,"‘Queer Eye’s’ life coach Karamo Brown launches Kē, a wellness app featuring his AI digital clone","Karamo Brown, famous for his pep talks on Netflix&#8217;s “Queer Eye,” has jumped into the wellness and AI space with his new app, Kē. After spending a year and a half focusing on his own journey—from fitness and nutrition to meditation, sobriety, relationships, and personal growth—Brown wants to help others do the same.&#160; Kē offers [&#8230;]",https://techcrunch.com/2026/06/18/queer-eyes-life-coach-karamo-brown-launches-ke-a-wellness-app-featuring-his-ai-digital-clone/,TechCrunch AI,"artificial-intelligence,tech","AI,Apps,Startups,AI chatbot,digital clone,fitness app,nutrition apps,wellness apps"
2026-06-18,"Retro pirate gets two-year suspended jail sentence for being stuck in the past, burning and selling remix CDs of famous artists — four-year investigation into copyright infringement on 40-year-old medium began in 2018","A UK man has been sentenced after pleading guilty to the unauthorized mixing and selling of music CDs, and thus breaking copyright laws. It is 2026.",https://www.tomshardware.com/pc-components/storage/retro-pirate-gets-two-year-suspended-jail-sentence-for-being-stuck-in-the-past-burning-and-selling-remix-cds-of-famous-artists-four-year-investigation-into-copyright-infringement-on-40-year-old-medium-began-in-2018,Tom's Hardware,"hardware,semiconductor","Storage,PC Components"
2026-06-18,Noctua NL-LC1-36 Review: Compromise paves the way,"We test Noctua’s first attempt at an all-in-one liquid cooler, focusing specifically on pump performance to determine whether Noctua’s AIO is truly a viable alternative to swapping the fans on another unit and the brand’s own legendary air cooler.",https://www.tomshardware.com/pc-components/liquid-cooling/noctua-nl-lc1-36-review,Tom's Hardware,"hardware,semiconductor","Liquid Cooling,PC Components,Cooling"
2026-06-18,Ditching the cloud for local AI — how I use two mini PCs to process millions of tokens a day and save money on costly API fees,"As new data center buildouts hit planning walls and AI inference providers hike costs, is the future of AI to roll your own models?",https://www.tomshardware.com/tech-industry/artificial-intelligence/ditching-the-cloud-for-local-ai-how-i-use-two-mini-pcs-to-process-millions-of-tokens-a-day-and-save-money-on-costly-api-fees,Tom's Hardware,"hardware,semiconductor","Artificial Intelligence,Tech Industry"
2026-06-18,"MSI's new Claw 8 EX AI+ handheld with an Intel Arc G3 Extreme and 32GB of RAM costs $1,799 — company says it'll be 'a tough year' with chances of 'another price hike'","MSI's new Arc G3 Extreme-based handheld costs nearly $2,000 but the company is rather apologetic about it, even if it's warning that the price may rise in the future.",https://www.tomshardware.com/video-games/handheld-gaming/msis-new-claw-8-ex-ai-handheld-with-an-intel-arc-g3-extreme-and-32gb-of-ram-costs-usd1-799-company-says-itll-be-a-tough-year-with-chances-of-another-price-hike,Tom's Hardware,"hardware,semiconductor","Handheld Gaming,Video Games,Console Gaming"
2026-06-18,Cyber offenses now account for around a third of all crime across Asia and South Pacific,"Latest Interpol review shows how scams continue to dominate, and AI-enabled attackers prove too hot to handle for cash-strapped regions",https://www.theregister.com/cyber-crime/2026/06/18/cyber-offenses-now-account-for-around-a-third-of-all-crime-across-asia-and-south-pacific/5257716,The Register,"datacenter,infrastructure",cyber-crime
2026-06-18,RoachFest London 2026: The database as competitive asset,SPONSORED POST: Operate without fear. Build with confidence. Adapt to the AI era,https://www.theregister.com/databases/2026/06/18/roachfest-london-2026-the-database-as-competitive-asset/5258128,The Register,"datacenter,infrastructure",databases
2026-06-18,UK Cabinet Office hiring AI and innovation 'influencer' to build 'AI-first culture' in civil service,Every buzzword deployed in quest to transform into 'country that is equipped for an AI world',https://www.theregister.com/public-sector/2026/06/18/uk-cabinet-office-hiring-ai-and-innovation-influencer-to-build-ai-first-culture-in-civil-service/5257817,The Register,"datacenter,infrastructure",public sector
2026-06-18,"Firstcolo breaks ground on data center in Rosbach vor der Höhe, Germany",,https://www.datacenterdynamics.com/en/news/en/news/firstcolo-breaks-ground-on-data-center-in-rosbach-vor-der-h%C3%B6he-germany/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Vocus quadruples capacity on Adelaide-Perth 2 (AP2) route,,https://www.datacenterdynamics.com/en/news/en/news/vocus-quadruples-capacity-on-adelaide-perth-2-ap2-route/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Stream Data Centers pulls out of $800m South Carolina data center, says utility power would take too long",,https://www.datacenterdynamics.com/en/news/en/news/stream-data-centers-pulls-out-of-800m-south-carolina-data-center-says-utility-power-would-take-too-long/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Critical Energy raises $22m to develop modular geothermal plants targeting data centers,,https://www.datacenterdynamics.com/en/news/en/news/critical-energy-raises-22m-to-develop-modular-geothermal-plants-targeting-data-centers/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,IT Hardware & Semiconductors,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/it-hardware/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Subsea Infrastructure,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/connectivity/subsea-infrastructure/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,XTX Markets taps YIT to build third Finnish data center,,https://www.datacenterdynamics.com/en/news/en/news/xtx-markets-taps-yit-to-build-third-finnish-data-center/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Polarnode sells data center development site in Pori, Finland",,https://www.datacenterdynamics.com/en/news/en/news/polarnode-sells-data-center-development-site-in-pori-finland/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Google appoints new head of data center energy & infrastructure in EMEA,,https://www.datacenterdynamics.com/en/news/en/news/google-appoints-new-head-of-data-center-energy-infrastructure-in-emea/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Mistral AI to offer AI cloud services,,https://www.datacenterdynamics.com/en/news/en/news/mistral-ai-to-offer-ai-cloud-services/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Saudi Arabia's DataVolt to develop 12MW data center in Uzbekistan,,https://www.datacenterdynamics.com/en/news/en/news/saudi-arabias-datavolt-to-develop-12mw-data-center-in-uzbekistan/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,City's data center moratorium in New York impacts Digi Power X’s hopes to convert cryptomine to AI data center,,https://www.datacenterdynamics.com/en/news/en/news/citys-data-center-moratorium-in-new-york-impacts-digi-power-xs-hopes-to-convert-cryptomine-to-ai-data-center/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Republican senator introduces bill to impose federal rules on data center grid connections,,https://www.datacenterdynamics.com/en/news/en/news/republican-senator-introduces-bill-to-impose-federal-rules-on-data-center-grid-connections/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,UK government to rule on data center planned for former quarry in Bedfordshire,,https://www.datacenterdynamics.com/en/news/en/news/uk-government-to-rule-on-data-center-planned-for-former-quarry-in-bedfordshire/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Galaxy DC secures $250m to fund data center platform,,https://www.datacenterdynamics.com/en/news/en/news/httpswwwdatacenterdynamicscomennewsgalaxy-digital-goes-public-on-the-nasdaq/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Crusoe could build 14-acre data center in unincorporated Missouri land,,https://www.datacenterdynamics.com/en/news/en/news/crusoe-could-build-14-acre-data-center-in-unincorporated-missouri-land/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Microsoft breaks ground on data center campus in La Porte, Indiana",,https://www.datacenterdynamics.com/en/news/en/news/microsoft-breaks-ground-on-data-center-campus-in-la-porte-indiana/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Qualcomm considers acquiring AI chip firm Tenstorrent,,https://www.datacenterdynamics.com/en/news/en/news/qualcomm-considers-acquiring-ai-chip-firm-tenstorrent/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Oracle support timelines for Fusion Middleware tighter than expected,Big Red drops ominous mention of 'Market Driven Support' beyond 2027 - but there's good news for AIX users,https://www.theregister.com/software/2026/06/18/oracle-support-timelines-for-fusion-middleware-tighter-than-expected/5257698,The Register,"datacenter,infrastructure",software
2026-06-18,CyberPowerPC Gaming Desktop (GXi3800BSTV2) review: A showpiece with real muscle,"Built to be shown off, CyberPower’s latest gaming desktop expertly combines style and speed while keeping the price reasonable.",https://www.tomshardware.com/desktops/gaming-pcs/cyberpowerpc-gaming-desktop-gxi3800bstv2-review,Tom's Hardware,"hardware,semiconductor","Gaming PCs,Desktops"
2026-06-18,AI nose uses 'Smell Language Model' to sniff out signs of disease,Sampling patients' breath may save lives and emergency room resources,https://www.theregister.com/ai-and-ml/2026/06/18/ai-nose-uses-smell-language-model-to-sniff-out-signs-of-disease/5258190,The Register,"datacenter,infrastructure",ai and ml
2026-06-18,"ZTE and China Telecom Guangdong advance cross‑vendor IP network simulation pilots, paving the way for intelligent network operations",PARTNER CONTENT: Leveraging >95% digital twin fidelity and multi-vendor collaboration to eliminate network change risks and achieve zero-error O&M,https://www.theregister.com/networks/2026/06/18/zte-and-china-telecom-guangdong-advance-crossvendor-ip-network-simulation-pilots-paving-the-way-for-intelligent-network-operations/5258361,The Register,"datacenter,infrastructure",networks
2026-06-18,Making On-Chip Photonics Manufacturable,"AI systems are pulling optics closer to logic, but scalable manufacturing will require front-end fabrication, packaging, thermal management, materials, and test to evolve together. The post Making On-Chip Photonics Manufacturable appeared first on Semiconductor Engineering.",https://semiengineering.com/making-on-chip-photonics-manufacturable/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Special Reports,2.5D,3D-IC,advanced packaging,AI data centers,AIST,Amkor,ASE,Brewer Science,co-packaged optics,CPO,EICs,hybrid bonding,known good die,Lam Research,nanoimprint lithography,Nvidia,optical interconnects,photonics,PICs,Prinano,silicon photonics,Synopsys,test,thermal management"
2026-06-18,GaN Power Devices Go Vertical,Why new designs and process flows could help overcome manufacturing challenges. The post GaN Power Devices Go Vertical appeared first on Semiconductor Engineering.,https://semiengineering.com/gan-power-devices-go-vertical/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Top Stories,Fuji Electric,gallium nitride,GaN,imec,Nagoya University,power devies,power semiconductors,Qromis Substrate Technology,SiC,University of Padova"
2026-06-18,Automated 310mm Panel-Level Packaging to Accelerate AI Innovation: Tech Brief,"Supports higher throughput, reduced cycle time, and lower cost per package, while enabling integration of increasingly complex multi-die architectures. The post Automated 310mm Panel-Level Packaging to Accelerate AI Innovation: Tech Brief appeared first on Semiconductor Engineering.",https://semiengineering.com/automated-310mm-panel-level-packaging-to-accelerate-ai-innovation-tech-brief/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Whitepapers,310mm panel level packaging,advanced packaging,ASE,panel-level packaging,semiconductor packaging"
2026-06-18,How to Create Efficient Bump and TSV Plans for Multi-Die Designs,"How to automate bump and TSV planning, visualization, and analysis, and also manage millions of interconnects while improving productivity. The post How to Create Efficient Bump and TSV Plans for Multi-Die Designs appeared first on Semiconductor Engineering.",https://semiengineering.com/how-to-create-efficient-bump-and-tsv-plans-for-multi-die-designs/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Whitepapers,hybrid bonding,multi-die design,Synopsys,TSVs"
2026-06-18,Randomizing Wafers To Zero In On Process Problems Much Faster,"Get the advantages of wafer randomization without extra equipment, cost or slowdown. The post Randomizing Wafers To Zero In On Process Problems Much Faster appeared first on Semiconductor Engineering.",https://semiengineering.com/randomizing-wafers-to-zero-in-on-process-problems-much-faster/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Macro Intelligence,Manufacturing, Packaging and Materials,defect analysis,Microtronic,slot randomization"
2026-06-18,A New Fracture Engine For Curvilinear Masks And MULTIGON Mask Data,Demand for better pattern fidelity and the adoption of ILT are increasing pressure to shift to curvilinear mask technology. The post A New Fracture Engine For Curvilinear Masks And MULTIGON Mask Data appeared first on Semiconductor Engineering.,https://semiengineering.com/a-new-fracture-engine-for-curvilinear-masks-and-multigon-mask-data/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Manufacturing Solutions,Manufacturing, Packaging and Materials,curvilinear masks,MULTIGON,P49 OASIS,photomasks,Synopsys"
2026-06-18,VLSI 2026: Intel 18A Platform Momentum From Devices To Routed Designs,"Higher performance, backside power, and new materials. The post VLSI 2026: Intel 18A Platform Momentum From Devices To Routed Designs appeared first on Semiconductor Engineering.",https://semiengineering.com/vlsi-2026-intel-18a-platform-momentum-from-devices-to-routed-designs/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Foundry Focus,Manufacturing, Packaging and Materials,18A,backside power,Intel Foundry,VLSI Technology & Circuits"
2026-06-18,How To Build Billions of Bumps,Hybrid bonding permits unprecedented connection density. The post How To Build Billions of Bumps appeared first on Semiconductor Engineering.,https://semiengineering.com/how-to-build-billions-of-bumps/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Top Stories,AMD,Brewer Science,chiplets,EV Group,HBM4,hybrid bonding,Intel,interconnects,Lam Research,Synopsys"
2026-06-18,Neuromorphic computing may one day offer AI a power-saving brainwave,"Hybrid systems could bring efficiency gains at the edge, but conventional infrastructure isn't going anywhere fast",https://www.theregister.com/science/2026/06/18/neuromorphic-computing-may-one-day-offer-ai-a-power-saving-brainwave/5258316,The Register,"datacenter,infrastructure",science
2026-06-18,Accelerating GAA Logic Yield Optimization With Digital Twins,Overcoming manufacturing variation at advanced nodes. The post Accelerating GAA Logic Yield Optimization With Digital Twins appeared first on Semiconductor Engineering.,https://semiengineering.com/accelerating-gaa-logic-yield-optimization-with-digital-twins-2/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Manufacturing, Packaging and Materials,Perfecting The Process,BEOL,digital twins,finFETs,GAA,Lam Research,yield optimization"
2026-06-18,Scaling ADAS To 10+ Cameras,A robust OBGA packaging solution for automotive-grade reliability. The post Scaling ADAS To 10+ Cameras appeared first on Semiconductor Engineering.,https://semiengineering.com/scaling-adas-to-10-cameras/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Chip, Package, System,Manufacturing, Packaging and Materials,advanced packaging,Amkor,automotive packaging,image sensors,OBGA,optical MEMS,sensors"
2026-06-18,How to turn off AI in your Google Docs,"Here's what you need to do to get those pesky ""write with Gemini"" pop-ups to go away.",https://techcrunch.com/2026/06/17/how-to-turn-off-ai-in-your-google-docs/,TechCrunch AI,"artificial-intelligence,tech","AI,evergreen"
2026-06-18,Pixi’s new iOS app turns text messages into interactive AR experiences,"Forget stickers, GIFs, and emoji reactions. Pixi is betting that the next evolution of messaging is interactive augmented reality (AR).",https://techcrunch.com/2026/06/18/pixis-new-ios-app-turns-text-messages-into-interactive-ar-experiences/,TechCrunch AI,"artificial-intelligence,tech","Startups,Media & Entertainment,AI,Apps,Social,augmented reality,iOS app,Generative AI"
2026-06-18,A tech worker-backed PAC is bringing a $5M knife to Big Tech’s $100M gunfight,Guardrails positions itself as a populist political movement that runs on small donations from people in the trenches of the AI boom.,https://techcrunch.com/2026/06/18/a-tech-worker-backed-pac-is-bringing-a-5m-knife-to-big-techs-100m-gunfight/,TechCrunch AI,"artificial-intelligence,tech","AI,Government & Policy,AI legislation,leading the future,guardrails alliance,ai super pac"
2026-06-18,General Intuition in talks to raise $300M at around $2B valuation,The startup trains embodied AI and world models using Medal’s dataset of 2 billion videos per year from 10 million monthly active users.,https://techcrunch.com/2026/06/18/general-intuition-in-talks-to-raise-300m-at-around-2b-valuation/,TechCrunch AI,"artificial-intelligence,tech","AI,Fundraising,ai agent,Exclusive,general intuition,world models"
2026-06-18,"Canonical reveals Myna, its local speech-to-text app",Bird-branded AI will ride on Stonking Stingray,https://www.theregister.com/os-platforms/2026/06/18/canonical-unveils-myna-speech-to-text-app-for-ubuntu-2610/5258376,The Register,"datacenter,infrastructure",os platforms
2026-06-18,Infrastructure Management,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/software/infrastructure-management/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Google told researcher 'Nice catch!' Then denied bug bounty for flaw it still hasn't fixed,EXCLUSIVE 'Working as intended' for the win … again,https://www.theregister.com/security/2026/06/18/google-told-researcher-nice-catch-then-denied-bug-bounty-for-flaw-it-still-hasnt-fixed/5258076,The Register,"datacenter,infrastructure",security
2026-06-18,The AI tipping point: where enterprise AI runs at scale,PARTNER CONTENT: AI's cloud journey homeward bound: enterprises prefer private clouds for scaling AI workloads.,https://www.theregister.com/ai-and-ml/2026/06/18/the-ai-tipping-point-where-enterprise-ai-runs-at-scale/5258147,The Register,"datacenter,infrastructure",ai and ml
2026-06-17,"Chinese memory brands ditch Samsung and Micron for homegrown CXMT and YMTC silicon — Corsair, HP, and Dell are already adopting the China-produced DDR5 chips","Chinese memory brands Gloway and KingBank have begun using homemade chips to produce DDR5 memory kits in lieu of Samsung, Micron, or SK hynix DRAM.",https://www.tomshardware.com/pc-components/ram/chinese-memory-vendors-snub-industry-giants-in-favor-of-homegrown-ram-chips-samsung-micron-and-sk-hynix-face-a-chinese-supply-chain-revolt,Tom's Hardware,"hardware,semiconductor","RAM,PC Components"
2026-06-17,Social media’s next evolution: user-controlled algorithms,"Social media feeds are becoming more customizable as platforms like Threads, Instagram, and TikTok introduce tools that let users directly influence the algorithms powering their recommendations.",https://techcrunch.com/2026/06/17/social-medias-next-evolution-user-controlled-algorithms/,TechCrunch AI,"artificial-intelligence,tech","AI,Apps,Social,evergreen,evergreens,Instagram,Meta,social media,TikTok"
2026-06-17,"This $339 Corsair 32GB DDR5 RAM kit is the cheapest on sale right now, $45 less than the next-best rival — secure overclockable RGB kit with 6,000 MT/s speeds for a new gaming PC build and beat inevitable future price rises","This 32GB Corsair Vengeance DDR5-6000 RAM kit is on sale at Woot for $339.99 right now, $45 less than its next-best rival.",https://www.tomshardware.com/pc-components/ddr5/this-usd339-corsair-32gb-ddr5-ram-kit-is-the-cheapest-on-sale-right-now-usd45-less-than-the-next-best-rival-secure-overclockable-rgb-kit-with-6-000-mt-s-speeds-for-a-new-gaming-pc-build-and-beat-inevitable-future-price-rises,Tom's Hardware,"hardware,semiconductor","DDR5,PC Components,RAM,DRAM"
2026-06-17,"SMI says Nvidia is driving its consumer PCIe 6.0 roadmap, not AMD and Intel — RTX Spark agentic AI platform fuels a hunger for storage bandwidth","Nvidia may be ahead of AMD and Intel with PCIe Gen6-supporting platform for client PCs due to its client agentic AI ambitions, and that roadmap has suppliers like Silicon Motion paying attention.",https://www.tomshardware.com/pc-components/ssds/silicon-motions-client-pcie-6-x-roadmap-is-driven-by-nvidia-not-by-amd-and-intel-rtx-spark-agentic-ai-platform-could-fuel-a-hunger-for-storage-bandwidth,Tom's Hardware,"hardware,semiconductor","SSDs,PC Components,Storage"
2026-06-17,"AMD silently removes memory encryption from consumer Ryzen CPUs, leaving users unaware that they may be vulnerable — security feature vanishes after newer AGESA firmware, AMD engineers go radio silent when pressed about the change","AMD has reportedly stripped TSME from consumer Ryzen processors after years of working support, with testing suggesting newer AGESA firmware disables the memory-encryption feature while Pro and EPYC CPUs remain unaffected.",https://www.tomshardware.com/pc-components/cpus/amd-silently-removes-memory-encryption-from-consumer-ryzen-cpus-leaving-users-unaware-that-they-may-be-vulnerable-security-feature-vanishes-after-newer-agesa-firmware-amd-engineers-go-radio-silent-when-pressed-about-the-change,Tom's Hardware,"hardware,semiconductor","CPUs,PC Components"
2026-06-17,Only half of US datacenter capacity planned for 2026 is actually under construction,Another fun example of AI hype and reality colliding,https://www.theregister.com/on-prem/2026/06/17/only-half-of-us-datacenter-capacity-planned-for-2026-is-actually-under-construction/5257781,The Register,"datacenter,infrastructure",on-prem
2026-06-17,"After unveiling ridiculously expensive AR glasses, Snap’s stock takes a dive",Snap's long-awaited smart glasses debut hasn't exactly done wonders for the company's stock.,https://techcrunch.com/2026/06/17/after-unveiling-ridiculously-expensive-ar-glasses-snaps-stock-takes-a-dive/,TechCrunch AI,"artificial-intelligence,tech","AI,Hardware,In Brief,SMART Glasses,Snap,specs"
2026-06-17,NEA’s Tiffany Luck says enterprises are still figuring out their AI ROI,"Tokenmaxxing&#160;was&#160;the hottest trend in Silicon Valley earlier this year, with CEOs encouraging employees to push AI usage as far&#160;as it would go.&#160;Then the bill came due. Uber&#160;reportedly blew&#160;through its annual AI budget in a few months, some companies cut Claude licenses for parts of their org, and Meta killed its internal leaderboard.&#160; This tension between [&#8230;]",https://techcrunch.com/video/neas-tiffany-luck-says-enterprises-are-still-figuring-out-their-ai-roi/,TechCrunch AI,"artificial-intelligence,tech","Venture,AI,AI adoption,AI agents,AI IPO,anthropic ipo,Enterprise AI spend,Forward deployed engineers,NEA partner,OpenAI,tiffany luck,venture capital"
2026-06-17,World leaders want American AI. They just don’t want America to be able to turn it off.,French President Macron and Indian PM Modi raised alarms at the G7 summit that the U.S. could cut off access to American AI overnight — a fear the Anthropic blackout just made real.,https://techcrunch.com/2026/06/17/world-leaders-want-american-ai-they-just-dont-want-america-to-be-able-to-turn-it-off/,TechCrunch AI,"artificial-intelligence,tech","AI,Government & Policy,Anthropic,fable,G7,Mythos"
2026-06-17,Anthropic becomes first AI startup to join the Frontier carbon removal coalition,"Anthropic has joined the Frontier coalition, which received another $915M in pledges to fund carbon removal projects.",https://techcrunch.com/2026/06/17/anthropic-becomes-first-ai-startup-to-join-the-frontier-carbon-removal-coalition/,TechCrunch AI,"artificial-intelligence,tech","AI,Climate,Anthropic,carbon removal,frontier"
2026-06-17,"NEA’s Tiffany Luck on AI IPOs, personal agents, and the ROI reckoning","Tokenmaxxing&#160;was&#160;the hottest trend in Silicon Valley earlier this year, with CEOs encouraging employees to push AI usage as far&#160;as it would go.&#160;Then the bill came due. Uber&#160;reportedly blew&#160;through its annual AI budget in a few months, some companies cut Claude licenses for parts of their org, and Meta killed its internal leaderboard.&#160; This tension between [&#8230;]",https://techcrunch.com/podcast/neas-tiffany-luck-on-ai-ipos-personal-agents-and-the-roi-reckoning/,TechCrunch AI,"artificial-intelligence,tech","AI,Startups,anthropic ipo,Equity podcast,nea,OpenAI IPO,personal agents,tiffany luck,tokenmaxxing"
